isReIntervention,timezone,timestamp,interventionType,app,resolution,interventionDuration,timeIntervalUntilReIntervention
False,Europe/Berlin,1754290767.728938,,instagram,closedApp,,
False,Europe/Berlin,1754292069.921243,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754292108.265051,,instagram,closedApp,,
False,Europe/Berlin,1754292226.7187939,,instagram,closedApp,,
False,Europe/Berlin,1754292458.363628,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1754292696.888386,,tikTok,closedApp,,
False,Europe/Berlin,1754293680.2640948,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754293695.060542,,instagram,closedApp,,
True,Europe/Berlin,1754294771.727827,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754294763.741651,,instagram,closedApp,,
False,Europe/Berlin,1754294914.551436,,instagram,closedApp,,
False,Europe/Berlin,1754295216.438983,breathingExercise,instagram,openedApp,6.0,240.0
True,Europe/Berlin,1754295478.129374,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754295465.725679,,instagram,closedApp,,
False,Europe/Berlin,1754295652.737613,,instagram,closedApp,,
True,Europe/Berlin,1754295839.973557,breathingExercise,instagram,openedApp,6.0,240.0
True,Europe/Berlin,1754296195.847934,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754296182.0020828,,instagram,closedApp,,
False,Europe/Berlin,1754296295.088674,,instagram,closedApp,,
False,Europe/Berlin,1754302059.823283,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754302164.4561539,,instagram,closedApp,,
False,Europe/Berlin,1754302311.043387,,instagram,closedApp,,
False,Europe/Berlin,1754302394.8869572,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1754302499.103405,,youtube,closedApp,,
False,Europe/Berlin,1754302516.609703,,youtube,closedApp,,
False,Europe/Berlin,1754303265.102458,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754303294.041103,,instagram,closedApp,,
False,Europe/Berlin,1754309208.721466,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754309358.587394,,instagram,closedApp,,
False,Europe/Berlin,1754309535.672594,,instagram,closedApp,,
False,Europe/Berlin,1754309566.527224,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1754309610.990602,,tikTok,closedApp,,
False,Europe/Berlin,1754309748.454939,,tikTok,closedApp,,
True,Europe/Berlin,1754309796.142451,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1754309985.5189772,,tikTok,closedApp,,
True,Europe/Berlin,1754309998.4144502,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1754310043.620654,,tikTok,closedApp,,
False,Europe/Berlin,1754310318.826354,,tikTok,closedApp,,
True,Europe/Berlin,1754310331.998537,breathingExercise,tikTok,openedApp,6.0,300.0
True,Europe/Berlin,1754310655.568995,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1754310641.500922,,tikTok,closedApp,,
False,Europe/Berlin,1754310696.859374,,tikTok,closedApp,,
True,Europe/Berlin,1754311014.227812,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1754311312.952225,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754311001.4376411,,tikTok,closedApp,,
False,Europe/Berlin,1754311176.909456,,tikTok,closedApp,,
False,Europe/Berlin,1754311266.990666,,tikTok,closedApp,,
False,Europe/Berlin,1754314768.271786,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754317762.571243,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754317815.801734,,instagram,closedApp,,
False,Europe/Berlin,1754318988.172031,,instagram,closedApp,,
False,Europe/Berlin,1754319184.797498,,instagram,closedApp,,
True,Europe/Berlin,1754320322.073834,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754320311.355033,,instagram,closedApp,,
False,Europe/Berlin,1754320482.640213,,instagram,closedApp,,
False,Europe/Berlin,1754320970.743681,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1754321098.206965,,instagram,closedApp,,
False,Europe/Berlin,1754323828.378848,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754324018.716672,,instagram,closedApp,,
False,Europe/Berlin,1754324023.502413,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754324026.2517118,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754325044.233893,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754325234.667488,,instagram,closedApp,,
False,Europe/Berlin,1754325248.706366,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754325339.377328,,instagram,closedApp,,
False,Europe/Berlin,1754326232.322525,,instagram,closedApp,,
False,Europe/Berlin,1754326321.6654902,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754326339.835437,breathingExercise,tikTok,openedApp,6.0,240.0
