timeIntervalUntilReIntervention,isReIntervention,interventionType,app,resolution,timezone,interventionDuration,timestamp
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751757499.103668
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751757816.0634599
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751758132.898775
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751760982.296504
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751761303.464601
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751761618.900073
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751761937.686157
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751762251.508833
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751762568.463557
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751762884.8022308
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751763127.895114
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751763446.934773
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751763764.884341
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751764067.107342
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751764368.7139912
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751764993.517664
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751765312.379508
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751765618.932369
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751765919.082643
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751767828.8856978
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751768148.406445
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751768828.741545
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751769147.6636481
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751769642.8039951
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1751769760.788449
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751770136.700551
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751770457.555966
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751770782.9258971
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751771386.923157
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751771686.8215098
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751774228.161377
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751774683.275192
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751813758.536676
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751826974.752181
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751827293.413914
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751827609.130203
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751828148.9459848
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751828408.369154
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751828718.779461
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751829017.587517
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751829140.4379659
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751829264.110754
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751829580.9512649
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751830530.730036
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751830849.219626
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751831166.336965
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751831347.6707811
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1751831667.1881418
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1751831756.12022
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1751831863.613751
